Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2,Price
8800,23,1,29.70603117,,0,5,12,1977,0.034656082,B,B,0,168,0,,0,0,B,60502.583499579
1579,23,1,27.33110833,,1,10,12,1977,0.034656082,B,B,0,168,0,,0,0,B,60825.032060441
2648,23,1,34.67082982,,0,4,0,1977,0.005767451,B,B,1,388,0,,0,0,B,60828.260685612
9042,23,1,32.23329005,,0,3,4,1977,0.034656082,B,B,0,168,0,,0,0,B,62225.023068922
7292,23,1,35.58553849,30.73863176,1,6,4,1977,0.034656082,B,B,0,168,0,,0,0,B,62980.779023844
14999,23,1,34.02393519,,0,6,4,1977,0.034656082,B,B,0,168,0,,0,0,B,63587.764060559
14221,23,1,34.44761497,,0,2,0,1977,0.005767451,B,B,1,388,0,,0,0,B,63676.977733770
13498,23,1,31.43494364,31.12183638,1,11,1,1977,0.034656082,B,B,0,168,0,,0,0,B,65033.895299402
9412,23,1,33.34625810,,1,5,1,1977,0.034656082,B,B,0,168,0,,0,0,B,65334.292568979
1177,23,1,30.80658460,27.77621126,0,2,0,1977,0.034656082,B,B,0,168,0,,0,0,B,65379.957344756
3662,23,1,36.23230288,,1,4,15,1977,0.005767451,B,B,1,388,0,,0,0,B,65410.074768737
3902,23,1,27.44223848,,1,4,4,1977,0.034656082,B,B,0,168,0,,0,0,B,65547.071846073
2407,23,2,33.76846015,,1,2,4,1977,0.034656082,B,B,0,168,0,,0,0,B,65637.829945573
5660,23,1,31.75321783,30.92807680,1,7,12,1977,0.034656082,B,B,0,168,0,,0,0,B,65932.034699573
3095,23,1,34.91328366,,1,3,15,1977,0.005767451,B,B,1,388,0,,0,0,B,66379.802258343
809,14,2,42.72239200,24.35961572,7,3,12,1977,0.042031587,B,B,37,6856,84,1940,2,5,B,66421.736690874
15611,23,1,33.86332396,29.99329700,0,5,4,1977,0.034656082,B,B,0,168,0,,0,0,B,66883.280318376
10506,23,1,32.99807657,27.51448833,1,5,17,1977,0.034656082,B,B,0,168,0,,0,0,B,66921.308341005
