Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2,Price
1575,23,1,33.55559120,33.33027735,1,5,9,2014,0.034656082,B,B,0,168,0,,0,0,B,61670.348212316
961,23,1,30.15234758,5.91170586,1,5,15,2014,0.034656082,B,B,0,168,0,,0,0,B,64530.702769447
7439,27,2,61.34240982,33.76759987,12,3,17,2014,0.072157581,B,B,2,629,1,,0,0,A,67343.133878028
8778,23,1,43.21138047,19.78026281,8,4,17,2014,0.075778755,B,B,6,1437,3,,0,2,B,67685.203890718
7528,30,1,42.32795996,40.85373183,1,4,4,2014,0.000078153,B,B,22,6398,141,1046,3,23,B,73487.116852398
4778,27,1,42.65635852,41.39570100,10,12,18,2014,0.072157581,B,B,2,629,1,,0,0,A,74403.557329343
59,27,1,27.18147339,10.92428108,8,10,25,2014,0.072157581,B,B,2,629,1,,0,0,A,75170.813107441
3076,27,1,41.02403084,18.78666358,7,13,16,2014,0.211401214,B,B,9,1892,0,,0,1,B,79417.572186722
12210,27,1,49.34593697,21.99045359,1,4,5,2014,0.014057920,B,B,1,290,0,,0,0,B,84498.409403473
8959,27,1,44.60269327,44.10821997,1,2,2,2014,0.014057920,B,B,1,290,0,,0,0,B,86829.404675840
14688,23,1,45.38520573,41.74982997,1,6,1,2014,0.014072961,B,B,2,475,0,,0,0,B,87303.440587369
6544,1,2,58.54870311,30.45544735,9,18,17,2014,0.007122317,B,B,1,264,0,,0,1,B,88494.483886769
5971,27,1,45.35640074,49.50981359,1,3,10,2014,0.014057920,B,B,1,290,0,,0,0,B,88676.088112404
4228,7,2,67.87154474,35.33579205,12,13,17,2014,0.035145267,B,B,42,9292,3,2620,0,3,B,89269.188168848
3960,30,1,39.13782144,,1,16,16,2014,0.000078153,B,B,22,6398,141,1046,3,23,B,89959.591405535
9631,23,3,80.92442265,44.37689132,11,8,17,2014,0.075778755,B,B,6,1437,3,,0,2,B,90422.286528978
3413,30,1,32.19952404,,1,9,17,2014,0.000078153,B,B,22,6398,141,1046,3,23,B,91080.640083502
16185,61,2,66.38426929,33.93863931,12,2,17,2014,0.232205084,B,B,24,4860,1,80,0,3,B,91611.587090563
3973,1,2,62.96990315,31.74561055,10,14,14,2014,0.007122317,B,B,1,264,0,,0,1,B,92127.061788268
14600,30,2,54.86918335,,1,3,15,2014,0.000078153,B,B,22,6398,141,1046,3,23,B,92320.050170873
16104,27,1,41.25433508,,1,5,19,2014,0.211401214,B,B,9,1892,0,,0,1,B,94519.899664299
10021,27,1,41.75528215,41.85748358,1,13,20,2014,0.211401214,B,B,9,1892,0,,0,1,B,94667.059625659
8054,23,1,42.53004326,43.96775893,1,3,9,2014,0.034656082,B,B,0,168,0,,0,0,B,95338.198548608
8649,23,1,46.46140870,18.91555248,8,13,17,2014,0.075778755,B,B,6,1437,3,,0,2,B,95380.220993170
11996,23,1,41.03876037,36.04941602,0,12,16,2014,0.034656082,B,B,0,168,0,,0,0,B,96009.207535026
663,6,1,45.50181114,20.30363016,10,17,25,2014,0.243204519,B,B,5,1564,0,540,0,0,B,97026.190854583
12366,27,1,40.08155046,,1,12,12,2014,0.011654127,B,B,4,915,0,,0,0,B,97399.204510661
401,23,1,43.35855167,20.65476578,8,2,17,2014,0.075778755,B,B,6,1437,3,,0,2,B,98079.424213767
14124,23,1,48.49578531,20.80222779,8,5,17,2014,0.075778755,B,B,6,1437,3,,0,2,B,98243.472314199
2432,23,1,38.01232026,18.12138234,8,6,17,2014,0.075778755,B,B,6,1437,3,,0,2,B,98362.995634880
15679,11,2,62.92795167,28.83829962,17,4,3,2014,0.012338886,B,B,35,5776,1,2078,2,4,B,100378.010856050
8255,30,1,38.35792513,,1,9,15,2014,0.000078153,B,B,22,6398,141,1046,3,23,B,100686.918234322
12768,27,1,42.33679162,40.47544676,1,11,25,2014,0.211401214,B,B,9,1892,0,,0,1,B,104065.295302405
15860,23,1,51.61597746,46.33870188,1,8,9,2014,0.014072961,B,B,2,475,0,,0,0,B,104300.893608935
9001,27,1,36.00648808,15.81173602,8,10,16,2014,0.017647053,B,B,2,469,0,,0,0,B,107122.340854022
2027,27,1,38.98449069,39.85688503,0,9,16,2014,0.011654127,B,B,4,915,0,,0,0,B,107566.058205794
10733,27,1,34.25769300,14.42343607,10,7,25,2014,0.072157581,B,B,2,629,1,,0,0,A,108396.297379055
11846,62,2,67.55834266,36.91766539,16,16,17,2014,0.072157581,B,B,2,629,1,,0,0,A,109129.982392192
7988,30,1,39.91832473,,1,2,17,2014,0.000078153,B,B,22,6398,141,1046,3,23,B,109274.645286221
3197,23,1,41.57977136,18.98659111,8,5,10,2014,0.075778755,B,B,6,1437,3,,0,2,B,111481.144477932
13645,6,1,38.77000949,19.60642303,7,17,17,2014,0.243204519,B,B,5,1564,0,540,0,0,B,111490.442726445
7605,6,1,42.50553194,,1,6,12,2014,0.243204519,B,B,5,1564,0,540,0,0,B,113617.219570678
7775,27,3,69.30295522,38.83332192,0,4,0,2014,0.014057920,B,B,1,290,0,,0,0,B,113648.078534975
4835,23,3,69.46584342,44.59382109,8,4,17,2014,0.034656082,B,B,0,168,0,,0,0,B,115092.358959606
10984,27,1,41.79556209,41.74505168,10,3,17,2014,0.011654127,B,B,4,915,0,,0,0,B,115408.695797017
7520,23,1,42.37730323,22.55057755,8,6,17,2014,0.075778755,B,B,6,1437,3,,0,2,B,116270.753934775
6275,67,1,42.43546123,,0,15,22,2014,0.007720282,B,B,38,4788,2,,0,4,B,117873.370560646
16093,23,3,71.41798853,,1,3,4,2014,0.034656082,B,B,0,168,0,,0,0,B,117874.727567520
7350,6,1,41.77544923,21.52926228,7,11,17,2014,0.243204519,B,B,5,1564,0,540,0,0,B,118142.776768730
12582,27,3,45.42890589,32.39196607,6,7,25,2014,0.072157581,B,B,2,629,1,,0,0,A,120069.422132568
5270,6,1,39.48520286,39.52566694,1,16,17,2014,0.243204519,B,B,5,1564,0,540,0,0,B,124034.514084762
1102,54,3,101.27984283,52.18869768,20,20,37,2014,0.006076152,B,B,30,5285,0,645,6,6,B,124844.932864807
2556,23,1,43.04351178,,1,8,25,2014,0.075778755,B,B,6,1437,3,,0,2,B,124902.555787436
12933,1,3,77.80365121,44.17713591,12,9,17,2014,0.007122317,B,B,1,264,0,,0,1,B,126088.404818068
11025,27,2,96.04356288,100.98213337,10,5,6,2014,0.075423680,B,B,11,3097,0,,0,0,B,126277.109148293
13316,27,2,67.31113324,37.11640499,9,12,17,2014,0.211401214,B,B,9,1892,0,,0,1,B,126929.321188037
12673,27,1,47.54733001,21.08623239,1,10,1,2014,0.017647053,B,B,2,469,0,,0,0,B,126993.223558807
9364,6,1,41.58537585,,1,19,17,2014,0.243204519,B,B,5,1564,0,540,0,0,B,127068.215892728
6,6,1,42.46681304,40.01016018,1,14,17,2014,0.243204519,B,B,5,1564,0,540,0,0,B,127196.762031349
11896,6,1,41.89195958,38.50471874,0,10,16,2014,0.243204519,B,B,5,1564,0,540,0,0,B,127243.773118057
13873,27,1,45.08546119,,7,16,1,2014,0.017647053,B,B,2,469,0,,0,0,B,127650.054861635
13537,6,1,38.87433525,41.37928667,1,5,17,2014,0.243204519,B,B,5,1564,0,540,0,0,B,128043.355788733
247,23,3,68.06647433,67.98241140,10,9,10,2014,0.034656082,B,B,0,168,0,,0,0,B,128332.768249738
4873,27,1,46.00284676,46.75757387,10,5,17,2014,0.011654127,B,B,4,915,0,,0,0,B,128863.124150402
12786,27,1,43.52812943,22.40149747,1,8,17,2014,0.017647053,B,B,2,469,0,,0,0,B,129628.804310448
5832,6,1,40.44683742,39.77874363,1,15,17,2014,0.243204519,B,B,5,1564,0,540,0,0,B,129760.325673949
7326,26,3,51.17094179,34.43681464,9,4,17,2014,0.000000000,B,B,36,6714,2,2672,0,2,B,130451.119866254
6102,30,2,59.61668988,,1,6,12,2014,0.000078153,B,B,22,6398,141,1046,3,23,B,131361.635453267
14472,66,3,104.89855902,55.60624596,13,4,27,2014,0.111627393,B,B,50,12238,8,1970,2,3,B,131970.583638969
14177,27,2,67.46715450,40.03104496,16,13,17,2014,0.072157581,B,B,2,629,1,,0,0,A,132858.341724780
14587,6,1,40.69629442,42.18204936,1,4,17,2014,0.243204519,B,B,5,1564,0,540,0,0,B,133072.279471173
8140,62,1,56.66732781,,1,3,18,2014,0.072157581,B,B,2,629,1,,0,0,A,133632.342875424
2201,6,1,40.04323434,41.98432235,1,3,17,2014,0.243204519,B,B,5,1564,0,540,0,0,B,134888.083597527
1571,48,1,43.65688603,20.30245324,9,6,24,2014,0.041124634,B,B,46,9515,5,,1,10,B,135982.440250331
4802,9,3,102.05696819,105.27233516,10,2,17,2014,0.161531741,B,B,25,5648,1,30,2,4,B,136963.323424706
