Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2,Price
13288,161,1,50.80892501,15.92034335,20,8,9,1910,0.014423114,B,B,19,3806,4,,0,3,B,287954.720682478
2085,161,1,63.29307860,29.38981532,18,3,9,1912,0.014423114,B,B,19,3806,4,,0,3,B,262279.813914504
14556,183,4,151.15065977,98.18748159,23,6,7,1912,0.037316452,B,B,32,6748,93,562,4,10,B,284884.959103786
6751,172,2,56.17236423,28.38421312,7,8,6,1914,0.000000000,B,B,7,1660,39,1786,1,5,B,423580.477981642
7920,183,3,102.96446814,48.32210715,14,4,6,1916,0.037316452,B,B,32,6748,93,562,4,10,B,284608.939261160
13872,189,2,54.75136652,31.51508238,10,2,4,1917,0.000078153,B,B,22,6398,141,1046,3,23,B,69623.753190758
10439,104,1,35.50773773,20.31272490,4,6,5,1917,0.000078153,B,B,22,6398,141,1046,3,23,B,236830.764636635
15193,195,3,75.56470863,44.87261638,9,5,7,1917,0.015016892,B,B,17,3079,59,2890,0,8,B,486057.129887990
14543,120,4,96.73098525,53.58922255,17,4,5,1918,0.000699119,B,B,14,3369,24,4129,0,3,B,376419.535841873
12229,180,2,76.08331150,48.02624631,14,6,5,1918,0.037316452,B,B,32,6748,93,562,4,10,B,431701.914829144
15375,182,2,67.83886120,65.20002471,9,7,8,1918,0.015016892,B,B,17,3079,59,2890,0,8,B,443270.817520251
10919,190,2,47.48941478,35.56447921,4,5,5,1918,0.000000000,B,B,30,7538,87,4702,5,5,B,537979.657508977
12381,182,3,65.47526009,44.18467412,7,3,4,1918,0.246623602,B,B,14,2940,45,,3,6,B,540638.323555083
12329,51,2,52.66513004,30.09900794,8,4,4,1919,0.015016892,B,B,17,3079,59,2890,0,8,B,90314.532343343
462,43,1,44.08218269,27.71768962,7,4,5,1919,0.212515361,B,B,19,3293,16,628,3,7,B,321506.277104000
5078,82,3,70.02348632,51.23607541,7,6,5,1919,0.037316452,B,B,32,6748,93,562,4,10,B,524781.018392285
15391,184,3,64.04884010,42.84448551,6,4,5,1928,0.246623602,B,B,14,2940,45,,3,6,B,324303.812481059
9642,73,3,68.41642793,47.76721576,7,6,6,1929,0.042031587,B,B,37,6856,84,1940,2,5,B,197419.043624936
4212,135,3,63.92270047,41.73858846,7,3,8,1929,0.007658515,B,B,35,7077,56,2301,3,19,B,380359.112958807
15902,97,1,40.39861660,19.50146235,9,6,5,1930,0.306977489,B,B,27,5148,14,1575,5,7,B,197433.228221313
8921,159,3,69.58966146,48.85672347,5,1,3,1930,0.037316452,B,B,32,6748,93,562,4,10,B,300001.927451991
3128,157,3,84.63069324,55.84904062,11,4,6,1930,0.000000000,B,B,30,7538,87,4702,5,5,B,480227.266202243
4352,104,2,28.51766569,15.56587200,3,7,6,1931,0.000078153,B,B,22,6398,141,1046,3,23,B,197245.267663832
6700,168,2,59.38507551,29.23540960,9,2,5,1931,0.341071945,B,B,27,5664,48,2300,3,11,B,309988.239476975
2726,155,2,61.71410902,32.48698773,9,7,6,1931,0.042307271,B,B,17,2810,9,4849,3,6,B,362698.813372926
14248,105,3,71.09370997,46.57304000,7,6,5,1931,0.042307271,B,B,17,2810,9,4849,3,6,B,387442.885760479
7018,120,3,87.84849421,56.58907632,11,2,3,1931,0.341071945,B,B,27,5664,48,2300,3,11,B,402075.431030531
11120,207,3,76.78095961,55.77004299,7,2,5,1931,0.000000002,B,B,16,3681,73,1815,2,5,B,426186.409333889
15590,157,3,65.20397781,42.31901233,9,5,5,1931,0.000000000,B,B,30,7538,87,4702,5,5,B,438061.703276365
13234,157,1,28.14533360,17.65039924,4,4,5,1932,0.000000000,B,B,30,7538,87,4702,5,5,B,201311.771817795
14966,7,2,49.65280742,29.20077705,8,4,5,1932,0.130617806,B,B,39,10418,9,900,1,9,B,209292.127522044
10240,129,2,47.32894896,27.93166416,8,2,5,1933,0.020741326,B,B,24,5613,5,1340,2,5,B,196667.386518061
1268,159,4,88.94726209,64.48348963,7,6,6,1933,0.246623602,B,B,14,2940,45,,3,6,B,429825.896082268
5313,175,4,78.20470220,63.86759304,4,6,5,1933,0.037316452,B,B,32,6748,93,562,4,10,B,465934.434275776
8396,202,2,42.35348472,30.66117968,6,4,6,1933,0.000000000,B,B,30,7538,87,4702,5,5,B,502085.860162084
16018,190,3,76.29753517,53.91314847,6,10,8,1933,0.000000000,B,B,30,7538,87,4702,5,5,B,526438.458918604
12370,95,2,47.61620940,30.51293234,6,1,4,1934,0.000699119,B,B,14,3369,24,4129,0,3,B,181279.752600353
10645,142,3,89.71819727,58.74759892,12,6,5,1934,0.051942062,B,B,17,4017,7,800,2,0,B,237152.443538751
16522,33,3,64.46082719,42.08874155,6,1,5,1934,0.050272014,B,B,21,4231,14,1020,0,3,B,287607.336090022
1313,95,2,44.49564422,30.37781432,5,5,5,1934,0.341071945,B,B,27,5664,48,2300,3,11,B,293249.106761406
3239,120,1,36.57097863,22.05173449,7,6,5,1935,0.341071945,B,B,27,5664,48,2300,3,11,B,200940.829057131
